# 洪武正韻字表
# version: 20200322
# author: hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# The pronunciation follows the system of 洪武正韻譯訓.
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# The following common realization of the pronunciation is not marked explicitly:
#   Palatalization or fricativization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/;
#   Merge of syllable codae -p -t -k into [ʔ];
#   Loss of breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/ which results in their merge into [ʂ] [ʃ] [s] [f] [h]~[x] respectively;
#   Merges of /iaw/ and /iɛw/.
# Credits:
#   Digitalization of 洪武正韻 gloss is done by Kanseki Repository and reorganized by hhliow.
#   Digitalization of 洪武正韻譯訓 syllabary is done by hhliow.
#   IPA transcription and data organization is done by hhliow (github.com/hhliow).
position	heading	char	ytenx_syllabary_entry	譯訓	ipa	gloss_literal
vol10_p19a_entry23		愒	1306	켸〮俗키〮	kʰi˨˦	¶↡¶(詩不尚愒焉汔可小愒竝息也又泰屑二韻)
vol10_p19b_entry01		𢠾	1306	켸〮俗키〮	kʰi˨˦	(詩召伯所𢠾)
vol10_p19b_entry02		揭	1306	켸〮俗키〮	kʰi˨˦	(高舉又褰裳涉水曰揭又屑韻)
vol10_p19b_entry03		計	1307	계〮俗기〮	ki˨˦	¶(吉詣切籌策又筭也㑹計也又姓又最簿漢制郡國歲時上計師古曰計若今諸州之計帳)
vol10_p19b_entry04		薊	1307	계〮俗기〮	ki˨˦	(姓也又草名又地名)¶(又木也或作𨜒)
vol10_p19b_entry05		繫	1307	계〮俗기〮	ki˨˦	(結也縛也亦作係)
vol10_p19b_entry06		係	1307	계〮俗기〮	ki˨˦	(同上易遯卦係遯有疾厲音吉詣反)
vol10_p19b_entry07		繼	1307	계〮俗기〮	ki˨˦	(續也紹也本作㡭)¶
vol10_p19b_entry08		㡭	1307	계〮俗기〮	ki˨˦	(反𢇍為㡭𢇍古絕字)
vol10_p19b_entry09		髻	1307	계〮俗기〮	ki˨˦	(綰髮亦作紒結又屑韻)
vol10_p19b_entry10		紒	1307	계〮俗기〮	ki˨˦	(又屑韻)
vol10_p19b_entry11		結	1307	계〮俗기〮	ki˨˦	(漢書陸賈傳椎結又屑韻)¶
vol10_p19b_entry12		𨜒	1307	계〮俗기〮	ki˨˦	(地名通作薊)
vol10_p19b_entry13		轚	1307	계〮俗기〮	ki˨˦	(車牽也擢相擊拶周禮舟車轚互注轚互謂迫隘處劉兆注榖梁傳云轚繼也又陌韻)¶
vol10_p19b_entry14	○	寄	1308	계〮俗기〮	ki˨˦	(吉器切寓也附託也)
vol10_p19b_entry15		徛	1308	계〮俗기〮	ki˨˦	(石矼亦作碕俗作徛又齊韻)
vol10_p19b_entry16		冀	1308	계〮俗기〮	ki˨˦	(説文北方也徐曰北方之州也爾雅)¶(兩河閒曰冀州五代改大名府又秦鉅鹿郡地魏置北冀州又姓又欲也)
vol10_p19b_entry17		兾	1308	계〮俗기〮	ki˨˦	(禹貢作兾州)
vol10_p19b_entry18		覬	1308	계〮俗기〮	ki˨˦	(覬覦希幸也俗)¶(作覬亦作懻)
vol10_p19b_entry19		懻	1308	계〮俗기〮	ki˨˦	(懻忮狠也又强力漢書作)
vol10_p19b_entry20		洎	1308	계〮俗기〮	ki˨˦	(肉汁也又灌釡中曰洎)
vol10_p19b_entry21		漑	1308	계〮俗기〮	ki˨˦	(灌也又泰韻)
vol10_p19b_entry22		旣	1308	계〮俗기〮	ki˨˦	¶↡¶(盡也已也又見寘韻)
vol10_p20a_entry01		穊	1308	계〮俗기〮	ki˨˦	(稠也)
vol10_p20a_entry02		驥	1308	계〮俗기〮	ki˨˦	(良馬亦作驥)
vol10_p20a_entry03		𩦸	1308	계〮俗기〮	ki˨˦	(論語作驥)
vol10_p20a_entry04		季	1308	계〮俗기〮	ki˨˦	(少也小稱左傳伯仲叔季凡末)¶(月曰季月末世曰季世)
vol10_p20a_entry05		記	1308	계〮俗기〮	ki˨˦	(誌也又書疏)
vol10_p20a_entry06		其	1308	계〮俗기〮	ki˨˦	(語已辭亦作忌已又支韻)
vol10_p20a_entry07		忌	1308	계〮俗기〮	ki˨˦	(又寘韻)
vol10_p20a_entry08		己	1308	계〮俗기〮	ki˨˦	(又紙)¶(韻)
vol10_p20a_entry09		禨	1308	계〮俗기〮	ki˨˦	(福祥又沐而飲也禮記玉藻進禨注云飲作樂也沐必進飲盈氣也故木而飲謂之禨又齊韻)
vol10_p20a_entry10		璣	1308	계〮俗기〮	ki˨˦	(珠不)¶(圓者又齊韻)
vol10_p20a_entry11		曁	1308	계〮俗기〮	ki˨˦	(及也)
vol10_p20a_entry12		刏	1308	계〮俗기〮	ki˨˦	(刲也又見齊韻)
vol10_p20a_entry13		幾	1308	계〮俗기〮	ki˨˦	(未已也又將及也列子齊威公破之降北國幾克舉又支)¶(齊薺三韻)
vol10_p20a_entry14		猘	1308	계〮俗기〮	ki˨˦	(同上切狂犬宋書張收甞為猘犬所傷食蝦蟆膾而愈亦作狾又漢五行志宋國逐狾狗音征例切)
vol10_p20a_entry15		狾	1308	계〮俗기〮	ki˨˦	¶
vol10_p20a_entry16		罽	1308	계〮俗기〮	ki˨˦	(魚網)
vol10_p20a_entry17		𦇧	1308	계〮俗기〮	ki˨˦	(西胡毳布織毛為之若今氈毼及氍毹之類漢高紀作罽俗作罽)
vol10_p20a_entry18		瀱	1308	계〮俗기〮	ki˨˦	(井一有水一無水説)¶(文从水从罽監本作㓹誤)
vol10_p20a_entry19		瘈	1308	계〮俗기〮	ki˨˦	(狂也左傳哀十二年國狗之瘈又胡計切瘈縱)
vol10_p20a_entry20	○	泥	1309	녜〮俗니〮	ni˨˦	(乃計切泥濘也執不通也)¶(又齊薺二韻)
vol10_p20a_entry21		迡	1309	녜〮俗니〮	ni˨˦	(近也)
vol10_p20a_entry22		膩	1309	녜〮俗니〮	ni˨˦	(肥膩)
vol10_p20a_entry23		殢	1309	녜〮俗니〮	ni˨˦	(滯也)
vol10_p20a_entry24	○	系	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	(胡記切緒也繼也聮屬也亦作繫係)
vol10_p20a_entry25		繫	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	¶↡¶(周禮瞽矇奠世繫小史掌世繫辨昭穆注世繫謂帝繫諸侯卿大夫世本之屬又攣繫聮絡也亦作係又見上)
vol10_p20b_entry01		係	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	(同上)¶(又聮絡也挈束也統屬也賈誼賦使騏驥不可係羈兮賈誼傳係單于頸而制其命蘇武傳鴈足有係帛書孟子係累其子弟)¶(又吉詣切結也縛也)
vol10_p20b_entry02		盻	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	(恨視貎一曰下視佩觿集曰流俗以盻恨之盻為盼睞之盼莫以為非廣韻作研計切説文胡)¶(計切恨視也孟子使民盻盻然陸徳明引説文音五禮切亦誤又諫韻)
vol10_p20b_entry03		禊	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	(祓禊除惡祭名三月上已臨水祓除不祥)¶
vol10_p20b_entry04		妎	1310	ᅘᅨ〮俗ᅘᅵ〮	ɦi˨˦	(苛妎也又心不了也妬也又泰韻)
vol10_p20b_entry05	○	寐	1311	몌〮俗믜〮	mi˨˦	(彌計切寢也臥也息也寐者眛也目閉神藏莊子其寐也魂交)¶
vol10_p20b_entry06		靡	1311	몌〮俗믜〮	mi˨˦	(揚雄賦聖風雲靡顔師古曰協韻音去聲又支薺韻)
vol10_p20b_entry07		袂	1311	몌〮俗믜〮	mi˨˦	(袖也)
vol10_p20b_entry08		謎	1311	몌〮俗믜〮	mi˨˦	(隱語也)
vol10_p20b_entry09	○	滯	1312	ᅑᅨ〮俗ᅑᅵ〮	dʒi˨˦	(直例切凝)¶(也積也淹也留也廢也止也通作蹛)
vol10_p20b_entry10		㿃	1312	ᅑᅨ〮俗ᅑᅵ〮	dʒi˨˦	(久痢也下重而赤白曰㿃)¶
vol11_p01a_entry01	四御¶¶	御	1313	ᅌᅲ〮	ŋy˨˦	(魚據切侍也撫也統也進也使也幸也用也御馬也亦作馭又步挽輦車詩徒御不驚又止也扞也亦作禦圉又勸)¶(侑曰御禮記御食於君又凡衣服被於體飲食適於口嬪妾接於寢器物用於手皆曰御又天子所止謂之御前書曰御書服)¶(曰御服皆取統御四海之義又語禡二韻)
vol11_p01a_entry02		馭	1313	ᅌᅲ〮	ŋy˨˦	(周官太宰以八柄詔王馭羣臣以八統詔王馭萬民大馭掌馭玉路戎僕)¶(掌馭戎車道僕掌馭象路田僕掌馭田路馭夫掌馭貳車保氏四曰五馭大司徒作御詩書皆作御御與馭義同者不得重押)¶↡¶(義異者非)
vol11_p01b_entry01		禦	1313	ᅌᅲ〮	ŋy˨˦	(止也扞也拒也亦作御又語韻)
vol11_p01b_entry02		圉	1313	ᅌᅲ〮	ŋy˨˦	(禦也止也扞也陲也賈誼敘傳以强守圉協韻去聲又語韻)¶
vol11_p01b_entry03		語	1313	ᅌᅲ〮	ŋy˨˦	(以言告人也又語韻)
vol11_p01b_entry04		漁	1313	ᅌᅲ〮	ŋy˨˦	(佃漁揚雄解嘲或横江潭而漁協韻音去聲又魚韻)
vol11_p01b_entry05		䱷	1313	ᅌᅲ〮	ŋy˨˦	(周禮䱷人釋文音魚)¶(又音御又亦作䰻又魚韻)
vol11_p01b_entry06		遇	1313	ᅌᅲ〮	ŋy˨˦	(相逢也爾雅遇偶也不期而㑹也又冬朝之名又待也)
vol11_p01b_entry07		寓	1313	ᅌᅲ〮	ŋy˨˦	(寄也託也又魚韻)¶
vol11_p01b_entry08		禺	1313	ᅌᅲ〮	ŋy˨˦	(母猴屬又東魚二韻)
vol11_p01b_entry09		虞	1313	ᅌᅲ〮	ŋy˨˦	(娛樂揚雄賦反五帝之虞協韻去聲又魚韻)
vol11_p01b_entry10	○	飫	1314	ᅙᅲ〮	ʔy˨˦	(依據切燕食亦作)¶(說文飽也亦作饇从食从夭舊从大誤)
vol11_p01b_entry11		饇	1314	ᅙᅲ〮	ʔy˨˦	(同上詩如食宜饇又私燕飲也)
vol11_p01b_entry12		淤	1314	ᅙᅲ〮	ʔy˨˦	(澱宰方言水中可居為洲三輔)¶(謂之淤上林賦行乎洲淤之浦又魚韻)
vol11_p01b_entry13		瘀	1314	ᅙᅲ〮	ʔy˨˦	(氣血壅病宋玉九辯形銷鑠而瘀傷)
vol11_p01b_entry14		棜	1314	ᅙᅲ〮	ʔy˨˦	(陳饌薦尊器也又無足尊)¶(也)
vol11_p01b_entry15		嫗	1314	ᅙᅲ〮	ʔy˨˦	(煦嫗又母也又老婦之稱又體嫗之也又語韻)
vol11_p01b_entry16		嘔	1314	ᅙᅲ〮	ʔy˨˦	(嘘也又嘔喻和悅貎漢王褒傳嘔喻受之又魚尤有)¶(三韻)
vol11_p01b_entry17		燠	1314	ᅙᅲ〮	ʔy˨˦	(燠咻痛念之聲亦作噢又語效屋三韻)
vol11_p01b_entry18	○	豫	2288	유〮	jy˨˦	(羊茹切卦名逸也遊也悅也安也猒也樂也怠也猶)¶↡¶(豫也早也先也通作預與豫本獸名象屬故字从象)
vol11_p02a_entry01		預	2288	유〮	jy˨˦	(先也安也廣韻樂也佚也怠也猒也通作豫又及也參預也干)¶(也通作與)
vol11_p02a_entry02		與	2288	유〮	jy˨˦	(及也參與也干也通作豫預史記猶與未決漢書猛虎猶與又方與縣名又歎辭疑辭亦作歟三字義不)¶(同者可分押如用豫卦豫州逸豫與杜預參預猶與之類是也又魚語二韻)
vol11_p02a_entry03		歟	2288	유〮	jy˨˦	(廣韻歎也又魚語韻)
vol11_p02a_entry04		悆	2288	유〮	jy˨˦	(喜也)¶
vol11_p02a_entry05		譽	2288	유〮	jy˨˦	(聲譽孟子令聞廣譽又叔譽晉叔向也又魚韻)
vol11_p02a_entry06		轝	2288	유〮	jy˨˦	(兩手對舉之車又江南謂轎為肩轝亦作輿舁又魚韻)¶
vol11_p02a_entry07		輿	2288	유〮	jy˨˦	(同上又平輿汝南地名又魚韻)
vol11_p02a_entry08		舁	2288	유〮	jy˨˦	(乆魚韻)
vol11_p02a_entry09		礜	2288	유〮	jy˨˦	(藥石蠶食之肥䑕食之死)
vol11_p02a_entry10		穥	2288	유〮	jy˨˦	(黍稷美也)¶
vol11_p02a_entry11		蕷	2288	유〮	jy˨˦	(山藥亦作與)
vol11_p02a_entry12		藇	2288	유〮	jy˨˦	(又語韻)
vol11_p02a_entry13		澦	2288	유〮	jy˨˦	(灩澦堆在瞿塘峽口)
vol11_p02a_entry14		鸒	2288	유〮	jy˨˦	(雅烏也一名卑居亦作𪇬又魚韻)¶
vol11_p02a_entry15		芌	2288	유〮	jy˨˦	(草根可食大者曰蹲鴟亦作芋)
vol11_p02a_entry16		芋	2288	유〮	jy˨˦	(東方朔曰闗中土宜薑芋顔師古曰芋葉似藕荷而長不圓其根正白可)¶(食亦有紫者杜甫詩紫收岷嶺芋又魚韻)
vol11_p02a_entry17		羽	2288	유〮	jy˨˦	(翼毛又羽音俗作羽又語韻)
vol11_p02a_entry18		雨	2288	유〮	jy˨˦	(自上而下之曰雨詩雨雪其雱)¶↡¶(兩我公田春秋大雨雪之類又語韻)
vol11_p02b_entry01		𩁹	2288	유〮	jy˨˦	(郭璞爾雅注江東呼美人虹為𩁹音王遇切古作雩又語韻)
vol11_p02b_entry02		裕	2288	유〮	jy˨˦	(饒也)¶(寛也一曰衣物寛饒也从衣从谷)
vol11_p02b_entry03		欲	2288	유〮	jy˨˦	(情欲潘岳西征賦泊恬静以無欲協韻音喻又屋韻)
vol11_p02b_entry04		諭	2288	유〮	jy˨˦	(告也譬也曉也)¶(亦作喩當作諭)
vol11_p02b_entry05		喩	2288	유〮	jy˨˦	(同上又姓又魚韻當作喻)
vol11_p02b_entry06		瘉	2288	유〮	jy˨˦	(病也詩交相為瘉當作瘉又魚語韻)
vol11_p02b_entry07		𥸤	2288	유〮	jy˨˦	(呼也和也)
vol11_p02b_entry08	○¶	孺	1315	ᅀᅲ〮	ʒy˨˦	(而遇切稚也屬也長也爾雅屬也説文乳子也一曰輪也尚小也从子需聲)
vol11_p02b_entry09		乳	1315	ᅀᅲ〮	ʒy˨˦	(育也从孚从乙)
vol11_p02b_entry10		茹	1315	ᅀᅲ〮	ʒy˨˦	¶(說文飤馬也菜也茅根也食也受也詩柔亦不茹莊子不茹葷又測度也詩玁狁匪茹不可以茹又相牽引貌又魚語二韻)¶
vol11_p02b_entry11		洳	1315	ᅀᅲ〮	ʒy˨˦	(沮洳漸溼之地又魚韻)
vol11_p02b_entry12		如	1315	ᅀᅲ〮	ʒy˨˦	(似也往也見廣韻蘇軾和陶淵明乃比藺相如作去聲押又魚韻)
vol11_p02b_entry13	○¶	去	1316	큐〮	kʰy˨˦	(區遇切來去相去去就離去之去又魚語二韻)
vol11_p02b_entry14		驅	1316	큐〮	kʰy˨˦	(馬馳也又見魚尤二韻)
vol11_p02b_entry15		呿	1316	큐〮	kʰy˨˦	(口開也莊子口呿而)¶(不合又魚麻二韻)
vol11_p02b_entry16		胠	1316	큐〮	kʰy˨˦	(脅也又魚語合三韻)
vol11_p02b_entry17		㰦	1316	큐〮	kʰy˨˦	(欠㰦終風詩釋文毛訓嚏作㰦今俗云欠欠㰦㰦又體倦則伸)¶↡¶(志倦則㰦或作呿出莊子見上)
vol11_p03a_entry01	○	據	1317	규〮	ky˨˦	(居御切依據也引援也按也拒守也亦作据)
vol11_p03a_entry02		鐻	1317	규〮	ky˨˦	(樂器似夾鍾莊子梓)¶(慶削鐻又魚語二韻)
vol11_p03a_entry03		倨	1317	규〮	ky˨˦	(倨慠亦作裾又箕倨夷俟也亦作踞)
vol11_p03a_entry04		裾	1317	규〮	ky˨˦	(漢趙禹為人㢘裾又魚韻)
vol11_p03a_entry05	○	踞	1317	규〮	ky˨˦	(蹲踞獸直)¶(前足坐也又箕踞人傲坐形如箕也亦作倨史記張耳傳髙祖箕踞又據物而坐曰踞汲黯傳上踞厠視之)
vol11_p03a_entry06		据	1317	규〮	ky˨˦	(㦸局)¶(手病詩予手拮据又魚韻)
vol11_p03a_entry07		舉	1317	규〮	ky˨˦	(揚也挈起也揚雄解嘲蔡澤雖禁吟而笑唐舉師古曰協韻居御切崔駰逹㫖辭或望色)¶(而斯舉亦音據又語韻)
vol11_p03a_entry08		鋸	1317	규〮	ky˨˦	(刀鋸)
vol11_p03a_entry09		居	1317	규〮	ky˨˦	(止也詩日月其居又處也詩維鳩居之王肅音去聲又齊魚二韻)¶
vol11_p03a_entry10		遽	1317	규〮	ky˨˦	(傳也窘也急猝也戰慄也亦作渠又魚韻)
vol11_p03a_entry11		渠	1317	규〮	ky˨˦	(同上詩庭燎注未渠央釋文渠其據切義與遽同言未便至夜)¶(分也又豈也亦作詎又魚語二韻)
vol11_p03a_entry12		詎	1317	규〮	ky˨˦	(同上亦作巨又語韻)
vol11_p03a_entry13		巨	1317	규〮	ky˨˦	(漢書巨能入乎又語韻)
vol11_p03a_entry14		蘧	1317	규〮	ky˨˦	(蘧蘧有形)¶(貌莊子蘧蘧然周也音渠又音其據切又魚韻)
vol11_p03a_entry15		懅	1317	규〮	ky˨˦	(懼也慙也後漢書王霸慙懅而退)
vol11_p03a_entry16		勮	1317	규〮	ky˨˦	(勤務又懼也疾也唐)¶↡¶(有王勮)
vol11_p03b_entry01		醵	1317	규〮	ky˨˦	(合錢飲酒又魚藥二韻)
vol11_p03b_entry02		屨	1317	규〮	ky˨˦	(說文革履也)
vol11_p03b_entry03		鞻	1317	규〮	ky˨˦	(同上周禮鞮鞻氏注鞮鞻四夷舞者所屝)¶(也又音屢又尤韻)
vol11_p03b_entry04		絇	1317	규〮	ky˨˦	(絲數又魚韻)
vol11_p03b_entry05		句	1317	규〮	ky˨˦	(句絶文詞止處曰句又方也莊子履句屨者知地形又魚尤語宥韻)¶
vol11_p03b_entry06	○	瞿	1318	뀨〮	gy˨˦	(忌遇切鷹隼視失守貌亦作懼又魚韻)
vol11_p03b_entry07		懼	1318	뀨〮	gy˨˦	(漢東方朔傳懼然曷容東漢申屠剛傳懼然自刻又作愳)¶
vol11_p03b_entry08		蒟	1318	뀨〮	gy˨˦	(木實可為亦作枸又語韻)
vol11_p03b_entry09		枸	1318	뀨〮	gy˨˦	(又尤語有三韻)
vol11_p03b_entry10		具	1318	뀨〮	gy˨˦	(備也辦也器具也从目从廾今作具)¶
vol11_p03b_entry11		颶	1318	뀨〮	gy˨˦	(海中大風韓愈赴江陵詩颶起最可畏注嶺南錄異云嶺嶠夏秋雄風曰颶音具房千里投荒雜録云南方諸郡皆)¶(有颶風以其四面風俱至也蘇軾颶風賦颶風者具四方之風也永嘉人謂之風癡)
vol11_p03b_entry12		共	1318	뀨〮	gy˨˦	(周禮内饔掌共羞脩刑膴胖骨)¶(鱐以待共膳注掌共共當為具釋文音具又東董送三韻)
vol11_p03b_entry13		𩜃	1318	뀨〮	gy˨˦	(寒𩜃餅屬通作具)
vol11_p03b_entry14	○	絮	1319	ᄼᅲ〮	sy˨˦	(息據切敝緜一曰繰)¶(餘為絮不繰為緜)
vol11_p03b_entry15	○	覰	1320	ᅔᅲ〮	tsʰy˨˦	(七慮切伺視)
vol11_p03b_entry16		狙	1320	ᅔᅲ〮	tsʰy˨˦	(同上又猴也又魚韻)
vol11_p03b_entry17		蜡	1320	ᅔᅲ〮	tsʰy˨˦	(周禮蜡氏掌除骴注骨肉腐臭)¶↡¶(蠅蟲所蜡音狙伺之狙又禡韻)
vol11_p04a_entry01		娶	1320	ᅔᅲ〮	tsʰy˨˦	(取婦詩禮記作取)
vol11_p04a_entry02		取	1320	ᅔᅲ〮	tsʰy˨˦	(同上又索也詩如酌孔取箋云孔取謂度所勝多少)¶(又獲也收也受也又魚語有三韻)
vol11_p04a_entry03		趣	1320	ᅔᅲ〮	tsʰy˨˦	(疾也向也亦作趨又指意也又魚有屋三韻)
vol11_p04a_entry04		趨	1320	ᅔᅲ〮	tsʰy˨˦	(又魚屋二韻)
vol11_p04a_entry05	○¶	怚	1321	ᅎᅲ〮	tsy˨˦	(將豫切驕也)
vol11_p04a_entry06		沮	1321	ᅎᅲ〮	tsy˨˦	(漸沮浸溼之地詩汾沮洳又魚語二韻)
vol11_p04a_entry07		苴	1321	ᅎᅲ〮	tsy˨˦	(茅苴籍封終軍白麟對苴白茅於江)¶(淮音租又魚模語馬四韻)
vol11_p04a_entry08		足	1321	ᅎᅲ〮	tsy˨˦	(益也又足恭梗辟貌又足其不足曰足見周禮地官注釋文又屋韻)
vol11_p04a_entry09	○	聚	1322	ᅏᅲ〮	dzy˨˦	(族遇)¶(切會也萃也斂也又邑落曰聚漢平帝立學官聚曰序顔師古曰聚小於鄉音才喻切又聚之辨在語韻)
vol11_p04a_entry10		𡒍	1322	ᅏᅲ〮	dzy˨˦	(土積)
vol11_p04a_entry11	○¶	恕	1323	ᄾᅲ〮	ʃy˨˦	(商豫切以己體人曰恕論語子貢問曰有一言而可以終身行之者乎子曰其恕乎己所不欲勿施於人)
vol11_p04a_entry12		庶	1323	ᄾᅲ〮	ʃy˨˦	¶(衆也侈也冀也近也又章恕掌與二切周禮庶氏古作)
vol11_p04a_entry13	○	樹	1324	ᄿᅲ〮	ʃʱy˨˦	(殊遇切生植之總名也)
vol11_p04a_entry14		澍	1324	ᄿᅲ〮	ʃʱy˨˦	(時雨也又音注)¶(見下)
vol11_p04a_entry15		裋	1324	ᄿᅲ〮	ʃʱy˨˦	(說文豎使布長𥜗集韻或作又貢禹傳穅豆不贍裋褐不完師古曰裋者童豎所著褐毛布衣)
vol11_p04a_entry16		戍	1324	ᄿᅲ〮	ʃʱy˨˦	¶↡¶(守邊又遏也舍也从人从戈人荷戈所以戍也)
vol11_p04b_entry01		輸	1324	ᄿᅲ〮	ʃʱy˨˦	(委輸漢有三輔委輸官掌委輸者也凡以物送之曰輸則音平聲指)¶(所送之物曰輸則音去聲委輸之委亦音去聲當作輸又魚韻)
vol11_p04b_entry02		隃	1324	ᄿᅲ〮	ʃʱy˨˦	(西隃鴈門地名當作隃又魚蕭二韻)
vol11_p04b_entry03		束	1324	ᄿᅲ〮	ʃʱy˨˦	(結約)¶(也周禮司約云掌言語之約束釋文約於妙切束詩注切並又音如字據此則漢書要束字亦當有兩音又束縛也縛字有兩)¶(音束字亦當兩音又屋韻)
vol11_p04b_entry04		署	1324	ᄿᅲ〮	ʃʱy˨˦	(說文部署也各有所网屬也徐曰署置之言羅絡之若罘网也廣韻書也又官舍曰署國)¶(語位政之建也署位之表也謂表識也)
vol11_p04b_entry05		曙	1324	ᄿᅲ〮	ʃʱy˨˦	(旦也廣韻曉也集韻或省作暏)
vol11_p04b_entry06	○	處	1325	ᅕᅲ〮	tʃʰy˨˦	(昌據切所也又語韻)¶
vol11_p04b_entry07		絮	1325	ᅕᅲ〮	tʃʰy˨˦	(同上切次清音調羮禮記毋絮羮注絮猶調也詳於味疏云就食器中調足鹽梅是嫌食惡又見上)
vol11_p04b_entry08	○	著	1326	ᅐᅲ〮	tʃy˨˦	¶(陟慮切明也章也紀述也亦作箸又朝内列位曰表著又見下又魚語藥三韻)
vol11_p04b_entry09		箸	1326	ᅐᅲ〮	tʃy˨˦	(又見下又藥韻)
vol11_p04b_entry10		翥	1326	ᅐᅲ〮	tʃy˨˦	(飛舉也)¶
vol11_p04b_entry11		註	1326	ᅐᅲ〮	tʃy˨˦	(訓釋也)
vol11_p04b_entry12		注	1326	ᅐᅲ〮	tʃy˨˦	(灌注水流射也亦作主又與註同又眷注意所主也又注措謂指嚮措置也又蟲喙考工記以)¶↡¶(注鳴者又宥韻)
vol11_p05a_entry01		主	1326	ᅐᅲ〮	tʃy˨˦	(荀子主量必平似注音訓與注同又語韻)
vol11_p05a_entry02		霔	1326	ᅐᅲ〮	tʃy˨˦	(時雨亦作注又霖霔)
vol11_p05a_entry03		咮	1326	ᅐᅲ〮	tʃy˨˦	(鳥聲又喙也亦)¶(作注又魚尤宥三韻)
vol11_p05a_entry04		澍	1326	ᅐᅲ〮	tʃy˨˦	(時雨也)
vol11_p05a_entry05		鑄	1326	ᅐᅲ〮	tʃy˨˦	(鎔金入範)
vol11_p05a_entry06		軴	1326	ᅐᅲ〮	tʃy˨˦	(車軴)
vol11_p05a_entry07		䪒	1326	ᅐᅲ〮	tʃy˨˦	(戎服蔽厀一曰皮袴亦作注左傳有)¶(韎韋之跗注杜預曰韎赤色跗注戎服若袴而屬於跗與袴連)
vol11_p05a_entry08		炷	1326	ᅐᅲ〮	tʃy˨˦	(火炷燼所著者又語韻)
vol11_p05a_entry09		馵	1326	ᅐᅲ〮	tʃy˨˦	(馬後左足白)¶
vol11_p05a_entry10		屬	1326	ᅐᅲ〮	tʃy˨˦	(甲札之數禮犀甲七屬又著也又屋韻)
vol11_p05a_entry11		紸	1326	ᅐᅲ〮	tʃy˨˦	(著也荀子紸纊聽息之時楊倞曰紸讀為注注纊即屬纊也)¶
vol11_p05a_entry12		燭	1326	ᅐᅲ〮	tʃy˨˦	(照也明也漢武帝紀光集于靈壇一夜三燭音注亦作炷又屋韻)
vol11_p05a_entry13		爥	1326	ᅐᅲ〮	tʃy˨˦	(文選東都賦散皇明以爥幽)¶
vol11_p05a_entry14		曯	1326	ᅐᅲ〮	tʃy˨˦	(照也文粹沈亞之上冡官書戎鏡包陽當日而曯之則能延燧興火又屋韻)
vol11_p05a_entry15		祝	1326	ᅐᅲ〮	tʃy˨˦	(周禮瘍醫掌祝藥注云祝)¶(讀如注病之注謂附著藥也又宥屋二韻)
vol11_p05a_entry16	○	筯	1327	ᅑᅲ〮	dʒy˨˦	(治據切梜也亦作箸)
vol11_p05a_entry17		箸	1327	ᅑᅲ〮	dʒy˨˦	(又見上)
vol11_p05a_entry18		柱	1327	ᅑᅲ〮	dʒy˨˦	(撐也榰也又語)¶(韻)
vol11_p05a_entry19		駐	1327	ᅑᅲ〮	dʒy˨˦	(止馬)
vol11_p05a_entry20		𨙦	1327	ᅑᅲ〮	dʒy˨˦	(馬不行又東韻)
vol11_p05a_entry21		住	1327	ᅑᅲ〮	dʒy˨˦	(停手見廣韻止也)
vol11_p05a_entry22		鉒	1327	ᅑᅲ〮	dʒy˨˦	(置也又送死人物也)
vol11_p05a_entry23		除	1327	ᅑᅲ〮	dʒy˨˦	(減也)¶↡¶(去也詩日月其除風雨攸除又開出也詩何福不除又魚韻)
vol11_p05b_entry01		著	1327	ᅑᅲ〮	dʒy˨˦	(朝内列位又門屏之間齊風有著詩顔師古曰著地)¶(名即濟南郡著縣一曰門屏之間)
vol11_p05b_entry02		躇	1327	ᅑᅲ〮	dʒy˨˦	(躊躇住足也漢武帝賦哀裵囘以躊躇音去聲又魚藥二韻)
vol11_p05b_entry03	○	噓	1328	휴〮	hy˨˦	¶(許御切吹嘘見廣韻韓愈元和聖徳詩柴燄嘘呵音去聲又魚韻)
vol11_p05b_entry04		煦	1328	휴〮	hy˨˦	(說文烝也一曰赤貌一曰温潤)
vol11_p05b_entry05		昫	1328	휴〮	hy˨˦	(說文)¶(日出温也从日句聲又昫衍縣名)
vol11_p05b_entry06		呴	1328	휴〮	hy˨˦	(氣以温之也或作欨亦作咻休周禮考工記夫角之未休于氣通作煦禮記嫗)¶(煦覆育)
vol11_p05b_entry07		䣱	1328	휴〮	hy˨˦	(說文醉醟也或作酗書沈酗于酒以酒為凶曰酗前趙充國傳醉䣱羌人師古曰即酗字醉怒曰䣱)¶
vol11_p05b_entry08		吁	1328	휴〮	hy˨˦	(歎也廣韻疑怪辭又魚韻)
